name,ra,dec,spect_type,vmag
HIP 88794,271.8856282,28.76247025,B9.5V, 3.84
HIP 37629,115.8278555,28.8840717,K1III SB, 4.23
HIP 15549,50.08485949,29.04849835,K2II-III, 4.47
HIP 677,2.09653333,29.09082805,B9p, 2.07
HIP 75695,231.9577163,29.10549164,F0p, 3.66
HIP 13061,41.97683942,29.24742385,K1III, 4.52
HIP 87933,269.4409611,29.24792527,K0III, 3.70
HIP 112051,340.4392072,29.3076892,A1IV, 4.80
HIP 3031,9.63958024,29.312369,G5III..., 4.34
HIP 117073,355.9976585,29.36155278,K0III, 4.93
HIP 29696,93.84473576,29.49871224,G8IIIvar, 4.32
HIP 8796,28.27041595,29.57939727,F6IV, 3.42
HIP 95372,291.031549,29.6213112,B3IV, 4.99
HIP 71284,218.6695438,29.74480735,F3Vwvar, 4.47
HIP 78493,240.3607943,29.85107821,A0p..., 4.98
HIP 5586,17.91494471,30.08972962,K0III-IV..., 4.51
HIP 96683,294.8441846,30.1532335,G8III-IV..., 4.68
HIP 87998,269.6256239,30.18926892,F2II, 4.41
HIP 112158,340.7505357,30.22130866,G2II-III.., 2.93
HIP 104732,318.2340898,30.22708128,G8II SB, 3.21
HIP 34693,107.7849651,30.24528065,K2III, 4.41
HIP 75312,230.8009428,30.28824114,G2V, 4.99
HIP 10280,33.09301632,30.30321507,F5V comp SB, 4.94
HIP 101076,307.348879,30.36855661,F5II, 4.01
HIP 71053,217.957741,30.37114497,K3III, 3.57
HIP 102453,311.415663,30.7196568,K0III, 4.22
HIP 63462,195.0686894,30.78503676,K1IIIp, 4.88
HIP 3092,9.83165567,30.86122579,K3III..., 3.27
HIP 80181,245.5245422,30.89173424,K0III, 4.86
HIP 83207,255.0725258,30.92633926,A0V, 3.92
HIP 116310,353.4881388,31.32532196,K4III, 4.97
HIP 76127,233.2324831,31.35915517,B6Vnn, 4.14
HIP 89172,272.9756952,31.4052884,M3III, 4.96
HIP 55203,169.5468333,31.53077778,G0V, 3.79
HIP 81693,250.3228213,31.60188695,F9IV, 2.81
HIP 36366,112.2775405,31.78407932,F0V..., 4.16
HIP 18246,58.53299363,31.88365776,B1Ib, 2.84
HIP 36850,113.650019,31.88863645,A2Vm, 1.58
HIP 52098,159.6800527,31.97622008,G0II, 4.68
HIP 93279,285.0034226,32.14549051,K3III, 4.94
HIP 100587,305.9649834,32.19018607,K3III, 4.43
HIP 25984,83.18197584,32.1920314,B5Iab, 4.71
HIP 17448,56.07969347,32.28827325,B1III, 3.84
HIP 93194,284.7359357,32.68955312,B9III, 3.25
HIP 59856,184.1257284,33.06179861,K1III, 4.99
HIP 55219,169.6198139,33.09423881,K3III SB, 3.49
HIP 84573,259.3315437,33.10011419,B1.5Vp, 4.80
HIP 23015,74.24840098,33.16613537,K3IIvar, 2.69
HIP 109410,332.496886,33.17826747,F5III, 4.28
HIP 74666,228.8754324,33.31510222,G8III, 3.46
HIP 92420,282.5199746,33.36267788,A8:V comp SB, 3.52
HIP 24727,79.54395049,33.37200411,K3III..., 4.54
HIP 2912,9.22016239,33.71935227,B5V, 4.34
HIP 51056,156.478613,33.79626364,F0V, 4.72
HIP 10670,34.32848216,33.84732099,A1Vnn, 4.03
HIP 33018,103.1972503,33.96136985,A3III, 3.60
HIP 17313,55.59434812,33.96503899,B0.5V, 4.97
HIP 102488,311.5518009,33.96945334,K0III, 2.48
HIP 53229,163.3276661,34.21556641,K0III-IV, 3.79
HIP 15416,49.68259978,34.2226737,K2II, 4.85
HIP 10644,34.26007346,34.22482985,G0V, 4.84
HIP 102571,311.794685,34.37410329,K3IIIvar, 4.93
HIP 45860,140.2644117,34.39252592,M0IIIvar, 3.14
HIP 67665,207.9478731,34.44431774,K5III, 4.76
HIP 96052,292.9430044,34.45297707,B3IV, 4.74
HIP 20252,65.10273351,34.56674228,G8III, 4.93
HIP 37265,114.791485,34.58463287,F3III, 4.89
HIP 105138,319.4794496,34.8968812,B2Vne, 4.41
HIP 10064,32.38550383,34.98739204,A5III, 3.00
HIP 13328,42.87846216,35.05989415,K5III, 4.56
HIP 98110,299.0766507,35.08349079,K0IIIvar, 3.89
HIP 13905,44.7654574,35.18311415,K2III, 4.94
HIP 49593,151.8571881,35.24469176,A7V, 4.49
HIP 101474,308.4757843,35.25086482,K2Ib comp, 4.61
HIP 69879,214.4992337,35.50947085,K1III, 4.80
HIP 5447,17.43248991,35.62083048,M0IIIvar, 2.07
HIP 77655,237.8080723,35.65822638,K0III-IV, 4.79
HIP 18614,59.74124892,35.79102701,O7.5Iab:, 3.98
HIP 89826,274.965505,36.06444696,K2IIIvar, 4.33
HIP 66458,204.3654038,36.29484073,A7III, 4.82
HIP 46952,143.5557374,36.39761338,G8III, 4.54
HIP 79119,242.2430357,36.49010935,K0III-IV, 4.73
HIP 102589,311.8521956,36.49073658,B6IV, 4.53
HIP 76669,234.8445158,36.63582763,B7V+..., 4.64
HIP 22678,73.15833005,36.70319636,K3III, 4.79
HIP 51233,156.9712187,36.70747818,G8III-IV, 4.20
HIP 1473,4.58210555,36.7853273,A2V, 4.51
HIP 45688,139.7111139,36.80289763,A1V, 3.82
HIP 99770,303.6332603,36.8061354,A2V, 4.93
HIP 84380,258.7618928,36.80915527,K3IIvar, 3.16
HIP 99303,302.3567364,36.83959003,B2.5V, 4.93
HIP 92791,283.6262029,36.89860518,M4IIvar, 4.22
HIP 85112,260.9207203,37.14592396,B9.5III, 4.15
HIP 66257,203.6989429,37.18243871,F2IV SB, 4.91
HIP 28380,89.93015897,37.21276409,A0p Si, 2.65
HIP 87808,269.0632439,37.25052158,K1IIvar, 3.86
HIP 84606,259.4178578,37.29134328,A2V, 4.64
HIP 27639,87.7600428,37.30568175,M1III, 4.72
HIP 97118,296.0689651,37.35426967,G8III, 4.89
HIP 75411,231.1230676,37.37696091,F0V, 4.31
HIP 22453,72.47777728,37.48818131,K4II, 4.89
HIP 91971,281.1930661,37.60505025,Am, 4.34
HIP 109937,333.9923757,37.74873483,K3III, 4.14
HIP 9977,32.12144102,37.85918337,A5IV-V, 4.78
HIP 23179,74.81406425,37.8904824,A1V, 4.93
HIP 100044,304.4466852,38.0329471,B2pe, 4.77
HIP 104887,318.6972776,38.04432043,F1IV, 3.74
HIP 94713,289.0920643,38.13372778,K0II, 4.35
HIP 55266,169.7830976,38.18572227,A2V, 4.76
HIP 71075,218.0198242,38.30788348,A7IIIvar, 3.04
HIP 63125,194.0076705,38.31824617,A0spe..., 2.89
HIP 13254,42.64547584,38.31890838,F2III, 4.22
HIP 44700,136.6324502,38.45225024,G8Ib-II, 4.56
HIP 24340,78.35721486,38.48467394,A4m, 4.82
HIP 98068,298.9656717,38.48670392,B5IV, 4.95
HIP 4436,14.18790699,38.49925513,A5V, 3.86
HIP 106551,323.6936559,38.53382684,K1III, 4.87
HIP 1366,4.27306518,38.68167915,A2V, 4.61
HIP 91262,279.2341083,38.78299311,A0Vvar, 0.03
HIP 14354,46.29373754,38.84053298,M3IIIvar, 3.32
HIP 81833,250.7239107,38.92246103,G8III-IV, 3.48
HIP 111841,339.8153288,39.05028301,O9V, 4.89
HIP 94481,288.4395365,39.14596968,B2.5IV, 4.43
HIP 27673,87.87246934,39.14847936,K0III, 3.97
HIP 27483,87.29358126,39.18113322,G8III, 4.51
HIP 34752,107.9137185,39.32054373,K4II-III, 4.91
HIP 105102,319.3539689,39.39469016,B9Iab, 4.22
HIP 14817,47.82250605,39.61157075,K1III, 4.61
HIP 91926,281.0948994,39.61259557,A8Vn, 4.59
HIP 47029,143.766052,39.62144313,K0III, 4.81
HIP 13879,44.69021034,39.66282739,A2Vn, 4.68
HIP 91919,281.0847388,39.66997686,F1V, 4.67
HIP 109754,333.4695894,39.71488928,K3III, 4.50
HIP 18532,59.46342138,40.01027315,B0.5V, 2.90
HIP 24813,79.78365993,40.10066732,G0V, 4.69
HIP 64540,198.4290895,40.15284766,K0III, 4.94
HIP 12623,40.5622035,40.19438688,F9V, 4.91
HIP 100453,305.5570835,40.2566815,F8Ib, 2.23
HIP 73555,225.486638,40.39063671,G8III, 3.49
HIP 51658,158.3083217,40.42554046,A7IV, 4.72
HIP 19811,63.72212566,40.48372394,G5II comp, 4.67
HIP 64844,199.385988,40.57256275,F3III, 4.72
HIP 7818,25.14501739,40.57710624,B8III, 4.96
HIP 76041,232.9458014,40.89936876,A5V, 4.98
HIP 14576,47.04220716,40.9556512,B8V, 2.09
HIP 23453,75.61950025,41.07588953,K4II comp, 3.69
HIP 3881,12.45345723,41.07895474,B5V SB, 4.53
HIP 103413,314.2933818,41.16719384,A1Vn, 3.94
HIP 23767,76.62862102,41.23464074,B3V, 3.18
HIP 21476,69.17264013,41.26485467,G8II comp, 4.25
HIP 61317,188.4378856,41.35676779,G0V, 4.24
HIP 7513,24.19990413,41.40638491,F8V, 4.10
HIP 50801,155.5825136,41.4994335,M0III SB, 3.06
HIP 32844,102.6915132,41.78156548,K3III, 4.99
HIP 44248,135.1614677,41.78344401,F5V, 3.96
HIP 80704,247.1605205,41.88169065,M6III:var, 4.83
HIP 113726,345.4801938,42.32597866,B6pv SB, 3.62
HIP 9640,30.97466283,42.32984832,B8V, 2.10
HIP 81126,248.5257886,42.43689565,B9Vvar, 4.20
HIP 77760,238.1674768,42.44998796,F9V, 4.60
HIP 31832,99.83261264,42.48901214,K3III, 4.80
HIP 17529,56.29851422,42.57854437,F5IIvar, 3.77
HIP 7918,25.44381547,42.61380692,G2V, 4.96
HIP 50372,154.2746956,42.91446855,A2IV, 3.45
HIP 111104,337.6219233,43.12338985,B2IV, 4.52
HIP 41075,125.7088754,43.18837233,K5III, 4.25
HIP 53295,163.4946083,43.19001538,A1Vs, 4.66
HIP 116631,354.5340797,43.2680761,B8V, 4.29
HIP 112917,343.0081137,43.31236494,M0III, 4.95
HIP 15648,50.36086309,43.32965174,A3V, 4.96
HIP 55560,170.7067242,43.48273665,G8II, 4.99
HIP 23416,75.49222507,43.82331397,F0Ia, 3.03
HIP 104060,316.2327325,43.92785122,K5Ibv SB, 3.72
HIP 92862,283.8336882,43.9458926,M5IIIvar, 4.08
HIP 10340,33.30558667,44.23168903,K4III, 4.84
HIP 111944,340.1282598,44.27628068,K3III, 4.50
HIP 116805,355.1018409,44.33397776,B9IVn, 4.15
HIP 103089,313.3114387,44.38726652,B5V, 4.80
HIP 54539,167.4160809,44.49855337,K1III, 3.00
HIP 14668,47.37345463,44.85788896,K0III, 3.79
HIP 79101,242.1924972,44.93481883,B9MNp..., 4.23
HIP 28360,89.88237261,44.94743492,A2V, 1.90
HIP 33485,104.4046874,45.09410202,A2Vn, 4.90
HIP 97165,296.2435088,45.13069195,B9.5III, 2.86
HIP 102098,310.3579727,45.28033423,A2Ia, 1.25
HIP 6813,21.9128547,45.40695287,F5IV, 4.83
HIP 6411,20.58497087,45.5287566,K0III-IV, 4.87
HIP 106481,323.4953036,45.59206564,G8III, 3.98
HIP 28404,89.98375587,45.93675346,M3IIvar, 4.30
HIP 82321,252.3091638,45.9834478,A2p..., 4.82
HIP 24608,79.17206517,45.99902927,M1: comp, 0.08
HIP 86414,264.8662185,46.00632216,B3V SB, 3.82
HIP 78592,240.6993795,46.03685378,B9III, 4.72
HIP 69732,214.0965682,46.08791894,A0sh, 4.18
HIP 102724,312.2345558,46.11414081,B3Ia, 4.81
HIP 79992,244.9351996,46.31327084,B5IV, 3.91
HIP 117221,356.5084956,46.42029095,G5Ib, 4.97
HIP 116584,354.3904487,46.45917621,G8III-IV, 3.81
HIP 20354,65.38811942,46.4989629,B4IV, 4.80
HIP 110351,335.2563679,46.53656484,B6V, 4.55
HIP 99675,303.4079278,46.74132417,K2II+..., 3.80
HIP 99639,303.325175,46.81567038,A5IIIn, 4.80
HIP 3414,10.8670447,47.02463657,A5V, 4.95
HIP 44471,135.9064949,47.15665934,A1Vn, 3.57
HIP 5434,17.37550908,47.2418241,B7III, 4.26
HIP 103632,314.9564595,47.52094507,B1ne, 4.74
HIP 104194,316.6503672,47.64840597,K4II, 4.56
HIP 73695,225.9486742,47.65401409,G2V + G2V, 4.83
HIP 111022,337.3825947,47.70689488,M0II, 4.34
HIP 19343,62.16530527,47.71259359,B3Ve, 3.96
HIP 99848,303.8679927,47.7142053,K3Ib-II comp, 3.96
HIP 57399,176.5130589,47.77933701,K0III, 3.69
HIP 17358,55.7311754,47.7876533,B5III SB, 3.01
HIP 16335,52.64367585,47.99517199,K3III, 4.36
HIP 44127,134.8034948,48.04234956,A7IV, 3.12
HIP 16826,54.12233383,48.19270068,B5Ve, 4.32
HIP 3504,11.18125882,48.28438262,B5III, 4.48
HIP 19812,63.72440722,48.40937312,G0Ib..., 4.12
HIP 7607,24.49792651,48.62848641,K3III, 3.59
HIP 81497,249.6870334,48.92827739,M2.5III, 4.86
HIP 101138,307.5147157,48.95155039,B2.5IV, 4.94
HIP 115022,349.4359013,49.01528336,M2III, 4.82
HIP 66234,203.6140561,49.01590606,A5V, 4.68
HIP 16147,52.01270885,49.06293148,B5V, 4.99
HIP 36145,111.6785873,49.21164489,A1V, 4.61
HIP 12777,41.04869991,49.22866639,F7V, 4.10
HIP 30520,96.22459158,49.28789903,K5Iabvar, 4.92
HIP 107533,326.6983579,49.3095748,B3III, 4.23
HIP 67301,206.8856088,49.31330288,B3V SB, 1.85
HIP 114570,348.1371788,49.40597489,F0V, 4.53
HIP 110609,336.1291488,49.47640074,B9Iab, 4.55
HIP 16244,52.34179296,49.50901919,B3V, 4.67
HIP 14632,47.26201363,49.61350009,G0V, 4.05
HIP 113288,344.1083278,49.73355094,K5Ibvar, 4.99
HIP 15863,51.08061889,49.86124281,F5Ib, 1.79
HIP 113919,346.0451323,50.05168397,K0III, 4.64
HIP 96441,294.1105934,50.22046347,F4V, 4.49
HIP 11313,36.40583743,50.27866588,K4III, 4.73
HIP 111169,337.822399,50.28244976,A1V, 3.76
HIP 20070,64.56073112,50.29563944,A2V, 4.60
HIP 19167,61.64606374,50.35135022,A0IVn, 4.25
HIP 3300,10.51618425,50.51254151,B2.5V, 4.80
HIP 8068,25.9150637,50.6887655,B2Vpe, 4.01
HIP 92689,283.3064222,50.70828894,G8III, 4.92
HIP 3801,12.20830552,50.96819154,B9III, 4.90
HIP 107136,325.523582,51.1896271,B3IV, 4.69
HIP 69713,214.0419563,51.36701398,A9V, 4.75
HIP 87833,269.1515744,51.48895101,K5III, 2.24
HIP 39847,122.114598,51.50667575,A2V, 4.78
HIP 111674,339.3436075,51.54537399,A8IV, 4.64
HIP 60485,186.0061763,51.56222925,G7III, 4.76
HIP 23783,76.66940952,51.59814314,F0V, 4.98
HIP 44901,137.2182737,51.60472728,Am, 4.46
HIP 46853,143.2180219,51.67860208,F6IV, 3.17
HIP 95853,292.4264139,51.72946747,A5Vn, 3.76
HIP 69483,213.3706246,51.78999066,A8IV, 4.53
HIP 70497,216.3000806,51.85171354,F7V, 4.04
HIP 47006,143.7062288,52.05156754,A2V, 4.47
HIP 110538,335.8901517,52.22949951,G9III, 4.42
HIP 85670,262.6082371,52.30135901,G2II, 2.79
HIP 98055,298.9075928,52.43902327,A4Vn, 4.91
HIP 13531,43.564427,52.76248991,G4III..., 3.93
HIP 94779,289.2754579,53.36816064,K0III, 3.80
HIP 14328,46.19912598,53.50645031,G8III+..., 2.91
HIP 58001,178.4572554,53.69473296,A0V SB, 2.41
HIP 23040,74.32175175,53.75208289,A1V, 4.43
HIP 2920,9.24277921,53.89693161,B2IV, 3.69
HIP 45493,139.0469952,54.02171207,A5V, 4.80
HIP 48402,148.0265007,54.06428574,A3IV, 4.55
HIP 28358,89.88145972,54.28498197,K0III, 3.72
HIP 83608,256.3340928,54.46986308,F5, 4.91
HIP 9505,30.57530917,54.48754946,B8III, 4.99
HIP 2505,7.94299136,54.52232473,B8Vn, 4.74
HIP 66738,205.1845521,54.68166149,M2IIIvar, 4.63
HIP 78180,239.4483039,54.74950359,F0IV, 4.96
HIP 65378,200.980916,54.92541525,A2V, 2.23
HIP 65477,201.3058983,54.98799884,A5V SB, 3.99
HIP 5542,17.77471116,55.14994765,A7Vvar, 4.34
HIP 85829,263.0661625,55.17280674,Am, 4.86
HIP 85819,263.0434083,55.18411077,Am..., 4.89
HIP 27949,88.71160776,55.7069049,A2V, 4.96
HIP 118243,359.7522073,55.75494069,B1V..., 4.88
HIP 13268,42.67413655,55.89552955,K3Ib comp SB, 3.77
HIP 62956,193.5068041,55.95984301,A0p, 1.76
HIP 51459,157.6573514,55.98061759,F8V, 4.82
HIP 63503,195.1816073,56.36633134,F2V, 4.93
HIP 53910,165.4599615,56.38234478,A1V, 2.34
HIP 3179,10.12661349,56.53740928,K0II-IIIvar, 2.24
HIP 99655,303.3491714,56.56752223,A3IV-Vn, 4.28
HIP 14382,46.38510717,56.7055481,K0II-III, 4.77
HIP 82020,251.3241238,56.78168723,F2V, 4.84
HIP 87585,268.3817896,56.87245216,K2III, 3.73
HIP 59774,183.856038,57.03259792,A3Vvar, 3.32
HIP 109857,333.7569958,57.04346522,F0IV, 4.18
HIP 90905,278.1438429,57.04561627,F7Ib, 4.77
HIP 117863,358.5959889,57.49939052,F8Iavar, 4.51
HIP 102431,311.3383193,57.58029799,F8IV-V, 4.52
HIP 3821,12.27125262,57.8165477,G0V SB, 3.46
HIP 109492,332.7135913,58.20124992,K1Ibv SB, 3.39
HIP 6242,20.02049027,58.2316161,F0Ia, 4.95
HIP 110991,337.2926998,58.4151899,G2Ibvar, 4.07
HIP 33449,104.3191605,58.42305973,G5III-IV, 4.35
HIP 115990,352.5079978,58.54890978,B3IV, 4.89
HIP 78527,240.4737656,58.56443739,F8IV-V, 4.01
HIP 117301,356.7641112,58.65185164,K1III, 4.88
HIP 37609,115.751907,58.71048707,A3IVn, 4.93
HIP 107259,325.8768956,58.78005308,M2Ia, 4.23
HIP 90156,275.9777039,58.8005852,A3V, 4.98
HIP 98073,298.9807846,58.84601982,K5II-III, 4.98
HIP 16281,52.47810837,58.87875244,A0Ia SB:, 4.55
HIP 75458,231.2324337,58.96602354,K2III, 3.29
HIP 4292,13.75080422,58.97279657,K2III, 4.83
HIP 30060,94.90579498,59.01090518,A2Vs, 4.44
HIP 48319,147.7487154,59.03910437,F0IV, 3.78
HIP 746,2.29204036,59.15021814,F2III-IV, 2.28
HIP 4422,14.16671042,59.18116582,G8III-IV, 4.62
HIP 7294,23.48302496,59.23209665,K0III, 4.68
HIP 92512,282.8000276,59.38828895,K0II-III SB, 4.63
HIP 114104,346.6533743,59.41976474,B0.5IV, 4.84
HIP 32438,101.5589695,59.44169108,A3V, 4.86
HIP 16228,52.26722684,59.94033461,B9Ia, 4.21
HIP 6686,21.45251267,60.23540347,A5Vv SB, 2.66
HIP 23522,75.854572,60.44228144,G0Ib, 4.03
HIP 4427,14.17708808,60.71674966,B0IV:evar, 2.15
HIP 41704,127.5667923,60.7184311,G4II-III, 3.35
HIP 18488,59.28455287,61.10891703,K3I-II, 4.99
HIP 107418,326.3622053,61.12081043,A2Iavar, 4.25
HIP 4151,13.26783051,61.12355735,F8V, 4.80
HIP 80331,245.9979452,61.51407536,G8III, 2.73
HIP 54061,165.9326537,61.75111888,F7V comp, 1.81
HIP 102422,311.3219526,61.83679404,K0IV, 3.41
HIP 106801,324.4801117,62.08194667,B2Ib, 4.76
HIP 115590,351.2093627,62.28283877,M1III, 4.96
HIP 105199,319.6440898,62.58545529,A7IV-V, 2.45
HIP 2599,8.24994391,62.93178781,B1Ia, 4.17
HIP 101093,307.3951138,62.99413722,A7III, 4.21
HIP 46733,142.8815403,63.06179545,F0IV, 3.65
HIP 18505,59.3559814,63.07224944,B9.5V, 4.95
HIP 17587,56.50971937,63.34506772,A3V..., 4.78
HIP 45075,137.7288799,63.51378087,Am, 4.67
HIP 8886,28.59868107,63.67014686,B2pvar, 3.35
HIP 42527,130.0537443,64.32787175,K2III, 4.59
HIP 68756,211.0976084,64.37580873,A0III SB, 3.67
HIP 89348,273.4723271,64.39719935,F5V, 4.99
HIP 81660,250.2296643,64.58908555,K1p, 4.84
HIP 108917,330.9465078,64.62775425,Am, 4.26
HIP 67627,207.8580733,64.72328281,M3III, 4.58
HIP 82860,254.0056648,65.13467204,F6Vvar, 4.88
HIP 17884,57.38035594,65.52600645,M1III, 4.39
HIP 90344,276.495783,65.56354628,K2III, 4.82
HIP 50933,156.0327452,65.56647366,A0sp..., 4.94
HIP 15520,49.99690314,65.65232717,B2.5Vne, 4.74
HIP 95081,290.1669666,65.7144303,A2IIIs, 4.60
HIP 83895,257.1967711,65.71463676,B6III, 3.17
HIP 73199,224.3963298,65.93238126,M5III, 4.63
HIP 112724,342.4204674,66.20071089,K0III, 3.50
HIP 22783,73.51254425,66.34266029,O9.5Ia SB:, 4.26
HIP 45038,137.5980257,67.13423886,F7IV-V, 4.80
HIP 11569,37.26661741,67.40238385,A5p Sr, 4.46
HIP 44390,135.6363579,67.62957486,M3III, 4.74
HIP 94376,288.1381458,67.66131695,G9III, 3.07
HIP 98702,300.7043634,67.87344872,K3III, 4.51
HIP 115088,349.6558621,68.11141807,K0III, 4.75
HIP 6692,21.48293404,68.12994739,K0III, 4.72
HIP 9009,29.00001575,68.68526545,B8III, 4.97
HIP 86201,264.2378747,68.75718933,F5V, 4.77
HIP 80650,246.9960549,68.76805491,A0III, 4.94
HIP 29997,94.71158258,69.3200343,A0Vn, 4.76
HIP 56211,172.851202,69.33112161,M0IIIvar, 3.82
HIP 96100,293.0857769,69.66540172,K0V, 4.67
HIP 61281,188.3710104,69.78820992,B6IIIp, 3.85
HIP 46977,143.6206994,69.83015419,G4III-IV, 4.54
HIP 61384,188.6836052,70.02177318,K2III, 4.95
HIP 97433,297.0425566,70.26783533,G8III, 3.84
HIP 106032,322.164896,70.56069481,B2IIIv SB, 3.23
HIP 9480,30.48979079,70.90704605,A3IV, 4.49
HIP 92782,283.5990262,71.29708956,K0III, 4.82
HIP 107119,325.4794837,71.31118695,K0III, 4.55
HIP 17959,57.58948256,71.33236777,A2IVn, 4.59
HIP 89908,275.1893383,71.33772734,A0p (Si), 4.22
HIP 75097,230.1822884,71.83397308,A3II-III, 3.00
HIP 86614,265.4846127,72.14949916,F5IV-V, 4.57
HIP 109400,332.4515291,72.34119936,G8III, 4.79
HIP 9598,30.85912643,72.42123962,A2V, 3.95
HIP 89937,275.2597457,72.73369763,F7Vvar, 3.55
HIP 94648,288.8887238,73.35521457,K3III, 4.45
HIP 72607,222.6766475,74.15547596,K4IIIvar, 2.07
HIP 14862,47.98432711,74.39386878,A2Vnn, 4.85
HIP 114222,346.9743255,75.3875815,G2III, 4.41
HIP 70692,216.8813438,75.69593921,K4III, 4.25
HIP 51808,158.773285,75.71298403,K0III, 4.86
HIP 79822,244.3770877,75.75470385,F5V, 4.95
HIP 33694,105.0160332,76.97744152,K4III, 4.55
HIP 69112,212.2125376,77.54743312,K3III, 4.80
HIP 116727,354.8374252,77.63196681,K1IV, 3.21
HIP 99255,302.2221517,77.71136178,B9III, 4.38
HIP 77055,236.0144331,77.79449901,A3Vn, 4.29
HIP 47193,144.2722997,81.32642085,K3III, 4.28
HIP 82080,251.4923396,82.03725071,G5IIIvar, 4.21
HIP 36547,112.7686676,82.41156871,M4IIIa, 4.92
HIP 112519,341.8706143,83.15371558,K3III, 4.77
HIP 113116,343.6016014,84.34611856,K4III, 4.70
HIP 5372,17.18399735,86.25711803,K2II-III, 4.24
HIP 85822,263.0537383,86.58632924,A1Vn, 4.35
HIP 11767,37.94614689,89.26413805,F7:Ib-IIv SB, 1.97
